Temperature,Humidity,Rainfall_1h,Rainfall_3h,pH,Clay_Content,Sand_Content,Silt_Content,CEC,Crop
17.14,30.443,95.9,107.7,7.1,10.55,108.54,67.28,81.41,Mango
97.89,63.506,70.06,99.95,1.51,84.86,34.27,75.44,66.95,Sorghum
90.27,131.002,72.36,168.31,8.94,11.9,102.08,57.18,50.74,Spinach
23.22,87.917,85.1,137.93,3.78,18.38,115.71,35.98,60.07,Orange
88.51,31.147,30.7,83.84,3.48,33.46,98.26,25.19,82.83,Sesame
11.76,49.685,147.39,96.56,7.73,98.87,110.36,70.88,20.65,Rice
0.06,117.579,28.22,111.9,7.48,93.85,73.67,73.3,17.88,Chickpea
38.02,116.113,37.05,181.59,6.79,115.48,76.17,75.31,94.86,Papaya
31.8,15.866,66.52,124.09,1.01,11.25,113.07,112.35,97.56,Pearl Millet
23.76,146.26,51.6,56.38,9.61,96.05,41.0,58.22,64.57,Sesame
53.78,51.905,23.21,129.11,3.87,104.67,105.76,61.29,71.59,Coconut
97.13,141.084,22.79,104.68,1.87,51.05,77.36,46.67,42.37,Soybean
87.61,105.286,94.6,17.1,3.45,49.48,87.37,97.05,20.36,Cotton
29.68,122.373,79.61,30.61,9.03,11.88,11.98,82.75,96.08,Rubber
39.54,32.868,75.72,142.19,3.66,97.24,106.12,90.75,94.3,Banana
12.14,57.482,108.08,180.58,6.16,60.81,119.2,118.71,29.19,Wheat
23.79,140.326,60.06,71.41,7.02,12.04,100.57,28.29,15.12,Oats
52.19,145.262,99.41,53.54,5.81,21.84,95.71,30.81,78.97,Mango
77.16,86.368,68.29,114.17,7.42,76.15,23.16,39.75,31.16,Lentil
60.93,108.499,55.73,80.59,2.7,106.21,12.68,53.28,15.42,Carrot
16.59,83.561,100.78,67.49,9.36,52.9,94.73,63.77,81.17,Rubber
64.63,101.927,132.4,41.48,6.67,87.79,70.94,103.42,3.7,Pineapple
20.92,90.606,94.74,195.16,8.37,111.02,12.52,55.12,3.77,Soybean
24.06,111.813,106.89,95.76,2.26,71.22,77.71,30.96,59.38,Spinach
39.64,58.081,76.1,34.32,9.68,71.18,66.73,100.62,98.56,Banana
35.55,31.194,23.7,151.8,8.31,76.98,66.48,50.5,82.67,Rice
76.2,23.432,61.36,25.54,9.54,69.58,64.66,47.15,83.7,Grapes
7.39,136.948,107.0,72.84,5.46,27.16,88.58,40.34,30.43,Quinoa
77.48,144.32,49.77,82.68,8.89,12.36,48.92,90.21,43.07,Bamboo
60.4,39.161,130.99,151.84,5.45,90.98,101.45,91.42,86.65,Sesame
99.86,45.255,55.24,15.21,6.35,40.62,87.19,37.05,76.49,Cabbage
54.8,132.86,70.26,74.56,9.03,46.22,93.04,38.99,58.15,Rubber
46.65,113.22,128.94,60.47,3.29,11.48,43.97,29.0,53.75,Lettuce
5.15,25.99,103.17,69.32,5.1,99.28,25.99,28.29,12.23,Cotton
5.07,26.8,81.45,119.47,4.42,28.56,105.43,59.5,7.95,Garlic
89.76,104.614,81.13,171.1,4.94,53.14,96.07,81.48,5.06,Barley
10.8,38.696,85.09,84.37,7.81,53.61,69.46,113.94,35.48,Groundnut
19.08,74.899,69.99,93.81,1.24,118.54,57.78,119.82,80.05,Cashew
6.81,42.979,97.81,194.53,4.61,26.54,110.03,48.48,77.33,Broccoli
32.23,64.836,101.71,171.44,4.76,36.73,105.39,96.51,77.82,Broccoli
14.62,51.912,111.56,136.23,5.5,119.83,22.63,39.16,63.99,Ginger
79.36,99.312,109.64,61.79,8.97,77.5,90.34,100.9,57.18,Lentil
35.44,10.472,109.21,82.09,1.88,77.15,37.34,86.28,33.65,Orange
59.51,132.862,128.26,146.22,6.47,55.1,78.22,111.51,19.24,Garlic
78.4,134.57,75.19,164.35,7.01,106.57,86.12,79.34,68.67,Onion
38.67,89.935,95.26,147.77,8.1,67.87,22.86,26.54,20.91,Pistachio
65.33,35.313,17.0,37.69,7.6,76.94,40.78,108.52,38.7,Groundnut
63.59,66.922,126.65,93.01,5.6,88.8,110.12,101.29,57.74,Cauliflower
69.05,119.389,98.03,34.17,1.97,74.71,51.81,45.92,98.84,Carrot
76.11,124.946,54.41,59.73,3.31,48.46,44.06,27.55,56.06,Rice
80.21,30.574,109.93,19.55,8.67,45.79,63.42,67.93,90.84,Garlic
85.05,149.195,102.69,185.46,5.61,78.93,111.36,35.93,19.99,Rye
4.95,136.638,78.22,29.79,2.36,109.14,29.43,65.42,20.72,Apple
33.82,101.602,61.71,102.8,4.93,91.15,13.02,42.03,11.21,Papaya
99.42,67.46,16.51,143.3,8.94,48.18,44.43,63.32,48.74,Barley
36.82,57.984,87.23,133.45,7.49,33.18,24.5,119.42,52.8,Banana
76.06,31.625,71.37,138.08,9.99,46.9,99.83,82.06,85.18,Turmeric
52.53,63.335,128.64,52.49,6.34,69.32,45.06,102.61,73.31,Barley
68.42,87.772,65.63,134.92,8.68,31.08,81.75,116.31,26.16,Onion
12.92,73.341,34.67,147.38,5.64,78.15,43.91,119.0,70.16,Sesame
87.97,93.68,119.95,141.25,7.54,70.51,99.61,82.98,79.47,Sesame
12.23,144.062,98.69,148.48,8.41,107.05,23.67,86.31,78.94,Onion
8.94,76.133,36.16,167.37,9.34,65.1,79.55,35.29,33.38,Tobacco
93.95,143.304,94.82,164.72,9.58,88.27,117.1,40.18,84.95,Quinoa
63.89,107.926,88.67,91.42,8.12,109.34,63.42,75.5,33.64,Carrot
25.52,125.205,99.31,107.19,6.68,33.08,70.24,35.66,62.32,Cocoa
47.84,117.096,54.33,41.84,8.75,19.41,97.35,114.13,18.79,Spinach
69.7,143.684,112.04,184.25,9.98,12.16,77.53,52.92,78.24,Peanut
76.51,29.996,66.34,168.66,7.89,76.8,89.64,35.71,49.02,Cotton
37.8,63.496,69.61,107.64,7.41,30.3,19.82,107.08,40.29,Cashew
78.6,140.023,134.4,121.33,8.46,34.08,16.34,81.39,58.49,Orange
55.11,10.407,51.85,150.7,1.79,94.44,107.37,39.77,15.28,Mango
93.19,15.043,23.24,117.35,4.28,47.15,38.17,85.14,84.41,Ginger
54.04,120.934,34.24,69.3,1.64,87.55,116.59,32.13,49.44,Papaya
82.4,141.05,24.68,18.54,9.11,75.21,38.08,70.24,48.72,Sugarcane
84.39,109.002,46.72,178.92,5.81,88.15,70.37,70.42,11.4,Chickpea
48.81,88.751,100.95,151.77,9.34,105.04,26.81,44.53,25.65,Tomato
36.55,35.123,47.75,13.85,2.2,39.65,115.68,88.53,0.44,Chickpea
46.56,69.496,67.37,140.05,3.18,51.53,100.27,106.5,14.56,Apple
79.97,31.508,127.18,64.92,2.56,44.2,42.21,63.85,16.98,Spinach
15.51,113.379,19.47,120.26,4.19,16.75,112.15,38.24,12.09,Chickpea
5.84,142.024,93.52,44.98,3.31,12.53,40.14,46.7,24.79,Tobacco
61.31,101.165,95.62,169.75,5.6,119.12,60.29,116.08,69.81,Turmeric
53.5,59.232,62.36,84.87,9.5,85.97,17.62,114.01,89.37,Cashew
47.18,14.742,140.76,186.68,1.51,45.2,40.18,81.69,60.87,Garlic
24.22,35.236,56.93,178.07,5.75,87.17,86.36,62.31,24.82,Pistachio
31.04,123.298,51.61,198.04,6.71,82.08,106.06,69.77,70.62,Soybean
63.48,101.244,145.69,87.12,9.67,93.34,47.42,55.31,50.62,Apple
62.64,69.562,123.59,104.34,3.14,119.66,67.05,59.87,9.36,Carrot
84.69,23.81,82.03,35.72,4.78,17.8,65.31,92.7,54.81,Tobacco
53.87,129.54,34.01,43.27,6.53,117.02,86.72,63.46,25.41,Cashew
33.42,140.237,44.62,140.94,2.18,32.81,11.5,97.6,22.76,Papaya
57.45,123.683,24.58,104.72,3.14,72.48,108.73,42.94,88.16,Peas
49.97,99.325,143.06,91.5,8.68,116.96,101.54,25.56,92.66,Groundnut
74.75,31.17,139.78,98.56,2.83,70.72,33.66,56.93,26.67,Cashew
48.71,26.843,26.22,42.14,7.52,32.44,38.59,112.99,72.64,Quinoa
43.11,83.231,101.14,121.91,4.03,44.21,113.08,65.34,80.98,Ginger
26.82,74.961,93.68,180.14,7.29,107.66,96.02,24.2,21.8,Barley
0.29,45.327,40.78,161.21,1.4,93.67,74.12,36.56,88.05,Cocoa
17.44,50.608,78.02,24.49,3.98,77.75,42.89,35.34,93.95,Ginger
33.83,118.327,106.98,37.82,8.16,70.28,59.22,104.42,59.32,Mango
11.14,106.39,77.08,149.69,8.01,55.06,98.89,109.21,55.72,Cauliflower
53.11,126.966,65.48,169.41,9.44,112.0,92.6,36.65,42.95,Peas
82.8,121.499,62.97,70.5,8.36,118.32,63.9,47.19,59.6,Almond
70.25,27.897,101.18,117.63,3.04,18.35,102.56,63.41,95.88,Rye
40.61,103.129,45.31,15.66,8.68,102.74,111.56,71.96,41.67,Mustard
91.05,124.731,140.85,138.19,8.92,44.03,72.19,51.31,39.38,Almond
34.47,73.185,137.63,74.55,3.88,17.05,107.74,85.36,36.44,Coffee
46.58,73.76,67.38,80.31,2.59,59.4,115.11,47.77,93.82,Onion
9.26,104.682,144.69,92.45,2.12,23.7,59.92,111.2,20.82,Coconut
71.94,118.018,79.76,48.06,1.2,106.78,83.45,44.57,82.64,Mango
74.45,23.234,72.78,153.5,6.14,113.67,80.21,64.39,24.01,Cocoa
69.05,37.496,53.6,84.71,5.95,38.9,37.44,112.65,14.41,Flax
70.2,134.51,126.59,148.93,9.18,100.73,63.98,103.31,66.82,Almond
21.86,107.465,29.87,121.44,6.28,25.87,48.46,70.67,65.13,Rice
4.58,16.324,38.07,129.51,4.49,76.64,12.4,45.91,0.04,Apple
96.74,124.463,63.52,11.25,4.4,39.28,99.41,76.75,28.02,Pearl Millet
30.53,113.226,127.05,147.64,6.78,106.15,73.04,84.66,77.72,Orange
8.98,35.251,31.83,178.09,2.67,26.11,37.45,115.28,14.98,Lettuce
41.0,45.051,133.41,29.65,2.19,33.13,36.65,37.12,91.27,Flax
9.79,84.78,146.58,198.38,4.96,28.97,83.87,25.04,52.89,Sorghum
83.87,58.668,10.58,91.28,8.14,113.98,87.27,89.87,77.05,Soybean
45.39,101.12,140.01,98.05,2.97,114.07,40.04,40.91,81.59,Pineapple
86.86,81.635,21.99,10.21,5.8,93.37,86.54,57.85,77.71,Orange
16.15,15.005,93.78,186.21,6.22,49.35,95.57,115.71,2.43,Soybean
9.8,85.336,83.77,132.61,5.97,53.95,70.94,79.74,73.52,Quinoa
51.91,149.422,45.32,12.83,6.85,53.86,19.05,104.26,98.21,Apple
35.75,83.64,71.46,192.78,8.99,95.92,56.29,74.53,98.47,Tomato
57.73,117.151,52.87,168.03,5.96,118.95,29.48,109.87,59.59,Tobacco
63.69,23.057,72.26,27.45,2.07,24.15,104.07,68.95,88.07,Pearl Millet
52.29,121.982,29.75,172.81,5.39,42.01,16.73,97.04,16.72,Sugarcane
19.62,142.401,62.71,85.01,3.2,22.58,46.71,26.26,86.73,Sunflower
30.22,44.627,11.58,108.27,9.37,44.97,42.11,102.86,97.95,Grapes
9.04,29.145,65.68,165.55,6.65,76.82,98.7,80.9,70.7,Cauliflower
99.39,109.939,140.93,15.0,7.23,41.32,78.94,26.55,29.3,Lettuce
45.32,144.028,26.33,194.14,9.91,119.64,47.76,37.25,89.06,Sunflower
69.97,124.094,113.96,52.59,9.55,41.35,73.81,104.41,86.47,Cabbage
12.65,25.447,39.93,156.26,7.25,95.16,102.51,21.12,67.5,Banana
20.57,101.54,132.59,156.69,3.98,119.51,95.14,87.92,51.47,Tobacco
30.84,129.181,64.79,14.06,2.15,53.68,93.32,53.66,81.37,Coconut
61.16,84.194,69.51,33.58,9.45,96.33,57.16,66.87,93.35,Ginger
10.43,131.012,72.36,41.58,4.43,17.62,28.42,80.33,51.19,Lettuce
50.5,48.08,129.97,185.54,2.44,101.55,117.64,26.95,37.74,Soybean
4.45,120.747,133.28,42.89,2.71,115.19,118.41,110.49,86.23,Chickpea
34.91,12.201,145.25,101.06,9.58,100.72,114.81,75.28,16.84,Rubber
1.42,114.143,61.43,63.11,4.73,101.35,25.61,34.73,8.34,Sugarcane
84.28,44.652,64.37,70.74,7.12,49.08,30.21,88.92,76.31,Orange
50.45,117.487,133.0,106.67,2.13,69.18,113.52,49.02,54.58,Rice
56.63,83.073,16.65,164.7,7.48,22.31,79.68,52.11,44.88,Ginger
35.3,26.869,40.6,103.19,5.98,113.57,31.05,22.06,3.55,Sesame
10.66,129.812,95.49,21.86,6.85,109.17,92.22,39.33,60.57,Onion
9.65,53.423,108.74,133.06,1.03,27.16,31.71,111.8,85.63,Carrot
45.55,37.624,108.34,135.16,6.27,34.98,25.94,109.72,51.13,Sunflower
38.26,21.629,134.02,11.07,4.91,74.13,34.14,97.65,12.53,Coffee
41.39,70.337,96.87,70.56,8.08,107.09,60.34,79.95,90.34,Flax
18.93,60.308,32.46,118.78,5.36,85.05,80.84,42.55,78.66,Almond
53.62,103.153,39.36,150.32,6.21,16.46,104.56,116.7,3.28,Flax
4.84,63.106,62.83,97.09,7.44,80.73,57.91,85.76,51.96,Oats
85.51,99.316,56.23,180.92,9.48,88.97,100.16,111.3,5.84,Cauliflower
10.59,33.548,42.79,119.67,6.2,87.46,117.65,115.61,50.03,Coconut
53.56,101.403,47.34,26.0,4.32,58.62,59.65,93.42,35.89,Maize
84.77,27.412,100.94,194.0,6.44,45.18,105.17,43.95,32.31,Ginger
85.82,95.513,41.01,52.21,1.89,45.53,16.09,95.46,78.54,Mustard
15.49,31.491,144.16,182.08,7.39,24.47,55.2,118.7,63.7,Coffee
8.58,18.08,140.49,178.09,9.88,12.39,107.97,41.94,88.12,Sorghum
86.36,137.755,141.8,89.38,2.3,89.39,67.75,91.55,66.94,Cotton
4.64,92.709,25.54,75.29,6.98,64.99,76.58,61.32,30.12,Wheat
89.72,29.479,56.62,136.15,2.73,35.02,89.37,74.67,31.9,Mustard
78.94,18.222,93.13,106.15,8.57,17.01,33.32,102.26,31.56,Broccoli
96.66,113.004,145.47,147.24,1.43,21.71,69.56,81.41,38.15,Coconut
0.66,47.887,97.03,168.54,3.35,82.87,17.65,104.44,77.67,Tomato
59.89,63.171,141.68,69.61,5.7,94.97,25.62,61.4,70.05,Oats
41.23,118.853,50.85,39.35,3.36,33.55,12.82,22.79,71.22,Coconut
67.04,113.021,71.05,196.99,6.02,85.98,70.02,26.68,21.96,Oats
58.16,39.224,102.16,96.93,1.16,117.19,46.3,26.11,40.58,Garlic
96.78,110.333,37.87,47.26,4.13,109.4,66.54,22.84,32.63,Rye
72.53,127.87,18.85,18.56,6.24,105.49,55.02,33.31,6.25,Barley
82.11,144.572,20.96,62.13,3.88,32.11,37.53,74.9,44.01,Pineapple
49.84,17.194,145.76,103.24,3.24,88.16,118.48,40.73,76.99,Cotton
3.91,71.76,98.73,38.06,7.83,99.05,57.34,88.11,6.7,Peas
15.23,92.419,141.29,141.3,3.9,49.17,75.66,38.88,41.74,Potato
60.82,16.349,48.62,181.29,4.9,103.47,115.87,101.48,83.02,Coconut
3.13,88.423,145.21,166.77,6.01,101.69,30.53,77.26,41.77,Wheat
37.16,120.776,142.13,169.51,7.67,60.28,24.46,80.03,93.55,Cotton
24.91,62.655,125.54,73.27,5.13,106.08,68.07,41.41,97.38,Coffee
92.85,145.416,101.46,190.28,2.88,34.08,58.06,73.13,45.96,Wheat
72.96,139.887,66.12,119.77,1.03,14.17,84.39,85.27,99.09,Soybean
44.06,60.362,136.85,77.89,2.54,32.65,37.29,52.56,24.59,Ginger
58.9,107.105,46.5,86.14,7.75,110.56,99.47,99.45,42.65,Wheat
16.47,123.747,76.87,89.18,4.93,106.25,16.63,57.2,78.74,Ginger
43.31,109.695,12.9,17.71,7.52,23.4,79.23,98.72,66.0,Tea
47.54,110.565,149.35,50.8,3.52,55.49,27.06,36.22,50.3,Rye
62.99,138.522,55.33,34.35,9.95,112.87,60.23,62.0,29.95,Lentil
56.97,72.653,68.0,128.85,6.98,90.14,12.0,39.41,28.42,Almond
98.4,86.902,18.42,101.99,1.47,20.04,62.62,48.53,18.93,Oats
1.41,28.937,35.36,180.58,5.78,95.59,84.28,86.28,7.19,Papaya
76.62,104.977,48.35,115.3,7.07,51.89,102.57,21.58,9.61,Quinoa
10.67,138.752,32.08,25.35,5.33,40.32,93.98,30.3,48.94,Peanut
58.65,67.605,93.35,48.73,7.15,118.55,100.0,101.04,69.81,Coffee
42.63,35.885,118.2,10.4,8.85,44.32,47.75,85.02,97.97,Pistachio
15.81,91.538,102.44,180.5,5.4,119.22,37.96,72.23,58.21,Wheat
26.05,114.34,37.4,91.75,8.6,79.32,105.89,103.87,3.97,Pineapple
39.94,116.829,99.94,180.05,2.33,49.97,51.67,63.53,85.28,Lentil
31.23,68.145,65.46,74.74,6.09,76.98,50.29,49.21,43.84,Garlic
23.17,136.579,62.24,155.93,3.56,48.12,115.06,111.32,32.52,Tobacco
38.99,11.781,94.26,21.92,1.88,39.89,19.45,34.41,58.25,Orange
8.33,126.74,42.78,133.1,9.45,44.05,112.48,29.99,62.92,Orange
8.39,51.278,80.11,193.31,1.25,116.27,38.65,103.2,55.93,Soybean
0.56,80.172,91.48,152.68,1.52,64.33,109.43,106.1,90.16,Cauliflower
74.1,131.131,102.32,17.21,6.69,42.71,104.98,116.87,94.86,Potato
57.25,45.498,14.25,71.07,5.19,19.9,74.33,115.27,63.11,Quinoa
38.46,138.251,62.48,37.83,9.81,36.41,14.63,103.78,25.54,Peas
13.31,12.578,51.99,20.74,9.97,12.17,45.4,75.9,17.48,Oats
48.61,40.371,15.23,161.79,1.55,118.38,31.48,77.25,90.65,Peas
91.05,41.839,76.11,103.84,1.8,93.83,110.26,93.09,95.59,Maize
51.63,92.147,128.59,18.93,5.8,67.64,80.5,97.71,6.22,Pineapple
20.29,104.869,146.7,141.47,5.68,98.76,99.95,73.62,77.53,Flax
22.54,141.167,111.64,158.26,7.29,119.7,34.07,116.27,76.32,Sorghum
11.49,62.15,61.66,167.28,5.58,98.71,55.2,80.43,87.36,Carrot
72.41,120.903,110.24,147.0,8.12,28.45,51.84,33.36,32.69,Lentil
96.51,62.638,58.24,39.39,2.21,29.63,108.45,105.12,61.04,Cabbage
79.93,71.926,59.93,86.48,2.66,14.2,96.71,106.75,72.11,Papaya
74.49,107.106,81.39,83.86,5.28,55.58,62.79,41.46,89.26,Soybean
1.45,148.386,47.91,199.38,3.28,67.66,60.41,48.74,7.83,Mango
47.0,105.4,15.99,79.4,3.18,33.77,105.65,42.87,47.26,Soybean
85.42,52.378,99.51,101.86,4.09,103.2,115.42,94.61,20.78,Wheat
62.12,121.794,126.74,107.58,8.74,41.94,80.13,106.71,53.93,Almond
83.57,67.6,10.99,164.46,7.74,119.13,70.51,35.8,63.24,Tea
62.45,79.75,87.76,182.04,7.25,25.61,103.54,89.63,86.81,Cabbage
58.63,149.887,132.64,58.5,4.13,88.43,17.09,74.41,48.64,Ginger
86.66,119.267,110.74,99.81,3.99,97.27,88.65,39.74,40.63,Potato
6.18,52.31,83.72,93.28,9.9,70.25,29.97,78.39,63.48,Lettuce
22.81,38.015,55.32,54.81,5.4,72.28,71.78,20.37,74.95,Mango
42.3,16.892,45.84,30.71,9.14,106.63,86.4,21.35,96.27,Almond
88.72,40.392,104.14,87.01,5.51,44.47,91.44,38.96,51.51,Cashew
48.09,73.864,100.2,134.93,1.35,106.58,107.45,57.48,27.2,Apple
70.24,41.034,88.37,10.61,5.78,38.73,25.75,112.56,36.46,Banana
34.3,139.689,102.49,162.19,4.93,107.02,103.18,85.35,36.2,Cotton
51.88,122.371,47.75,129.05,5.57,91.18,38.92,98.21,68.65,Lentil
58.18,112.656,131.98,21.73,1.57,103.91,88.54,88.79,79.76,Groundnut
71.07,69.697,15.12,126.45,7.58,95.82,27.02,88.64,61.43,Soybean
57.11,140.53,103.75,139.29,6.75,91.31,88.45,28.54,6.95,Sesame
86.56,144.262,22.44,130.02,6.54,110.21,112.58,41.87,6.54,Orange
71.23,23.52,32.22,185.44,6.09,117.01,108.38,109.19,68.37,Carrot
21.07,62.836,76.79,116.29,6.51,38.59,111.14,41.06,74.64,Almond
16.8,10.688,84.63,139.07,1.18,48.4,99.78,118.32,87.11,Pineapple
54.52,87.437,35.25,154.29,8.29,13.86,42.79,110.91,80.46,Lentil
33.17,88.166,116.93,15.7,9.67,15.57,39.29,112.43,26.95,Tobacco
59.41,37.447,43.03,30.44,6.52,81.34,14.59,27.12,50.76,Cabbage
79.54,72.145,26.01,39.68,4.11,19.83,23.55,28.15,30.42,Coconut
16.32,107.787,38.78,103.93,3.02,25.47,17.5,93.24,38.76,Grapes
33.45,139.613,90.9,73.3,7.59,33.07,106.62,83.65,99.35,Peas
37.42,128.587,82.2,27.05,8.29,36.37,81.68,39.84,33.97,Grapes
55.3,62.739,29.49,28.71,8.97,103.35,21.34,90.62,42.65,Almond
6.84,129.116,119.41,167.55,3.06,24.55,51.03,104.13,77.04,Rice
77.1,97.302,117.74,153.3,1.76,16.99,23.74,107.49,94.92,Pistachio
35.71,146.795,108.65,42.08,5.96,19.68,64.48,113.43,24.26,Rice
91.91,113.815,143.1,170.04,2.88,14.05,43.92,103.0,4.33,Rye
52.28,46.314,74.46,70.31,9.01,18.39,41.95,98.4,33.84,Apple
85.71,109.015,20.28,150.1,8.07,111.78,43.82,21.8,25.01,Quinoa
74.81,52.116,17.01,39.07,2.72,89.18,35.02,103.54,58.01,Orange
23.74,141.755,103.06,73.9,2.05,93.32,103.44,67.09,18.98,Cocoa
7.88,129.84,81.56,19.27,5.43,100.19,32.1,73.27,13.31,Coconut
88.81,96.946,144.57,170.36,6.4,91.21,71.04,73.13,33.5,Peas
34.27,32.502,21.12,168.4,3.57,117.93,69.35,78.08,70.7,Pearl Millet
52.97,36.04,131.59,84.65,9.75,38.73,84.86,31.66,16.19,Broccoli
61.17,77.976,68.14,97.75,8.24,15.61,29.25,47.45,5.03,Sunflower
61.48,127.094,64.06,13.15,3.69,80.19,98.05,66.36,98.33,Potato
15.48,108.464,112.42,157.54,1.15,58.13,118.22,44.85,93.99,Coffee
81.59,54.259,15.96,176.62,5.22,118.55,65.38,46.33,98.43,Lentil
18.23,126.358,115.44,105.3,8.9,106.97,40.24,115.01,76.38,Coconut
29.79,107.255,142.52,183.99,3.34,50.69,29.9,76.26,20.19,Lentil
92.98,99.392,87.31,120.96,7.53,20.22,16.52,44.46,68.1,Cauliflower
1.74,43.03,25.86,16.56,8.76,15.59,32.25,46.6,38.94,Rye
64.61,55.07,43.33,14.25,8.39,74.58,71.77,26.24,61.58,Potato
9.06,71.971,130.8,157.96,5.96,56.74,69.71,43.46,43.75,Onion
23.76,146.916,34.43,27.66,2.12,106.11,63.45,115.39,78.49,Rice
2.57,111.597,52.12,179.72,9.02,82.41,64.83,104.29,48.94,Maize
9.96,70.509,90.65,58.9,2.45,86.96,109.91,28.51,56.33,Bamboo
88.62,52.826,85.6,32.91,8.18,116.98,30.97,39.65,11.78,Garlic
63.16,34.043,147.72,125.72,1.02,69.97,106.92,107.69,63.43,Cocoa
7.38,77.494,43.13,157.69,7.67,36.7,112.63,98.26,41.47,Ginger
71.68,106.593,118.62,196.14,1.24,81.03,70.58,83.81,67.36,Peanut
14.41,44.271,51.64,166.39,9.23,63.07,49.3,40.39,37.39,Quinoa
27.0,128.691,52.36,153.77,4.49,17.79,109.89,119.91,47.95,Spinach
61.15,62.287,94.22,140.46,1.36,66.67,57.8,35.95,85.88,Turmeric
55.91,40.86,47.44,55.51,3.9,80.44,113.45,34.96,25.66,Apple
54.73,121.256,18.17,118.17,1.29,45.36,111.38,116.2,94.06,Cabbage
85.46,137.054,105.72,121.63,5.01,43.24,98.34,56.91,81.23,Peas
82.39,11.352,80.02,70.57,3.81,108.42,50.58,87.14,22.34,Rubber
57.76,76.969,69.2,27.43,4.03,101.38,67.92,71.42,18.71,Rye
98.39,29.608,111.82,174.84,2.41,24.43,36.09,114.35,93.02,Flax
84.08,52.742,136.39,169.83,4.69,79.75,76.24,111.0,70.12,Peanut
20.0,30.47,99.39,156.68,2.94,14.15,15.63,66.38,84.67,Chickpea
29.86,24.729,60.83,97.39,7.46,34.41,55.29,99.85,45.06,Bamboo
1.35,127.449,92.41,131.05,5.11,46.66,48.02,87.56,56.54,Chickpea
84.68,17.412,87.23,24.31,3.71,49.53,21.15,86.91,66.38,Onion
39.09,19.254,106.15,175.57,2.75,81.06,37.26,110.34,61.24,Almond
88.17,61.335,42.94,61.81,6.24,114.68,90.06,32.49,0.83,Peanut
2.89,40.152,67.96,100.07,9.85,69.29,108.88,34.67,31.09,Carrot
87.89,46.011,38.41,71.47,5.05,61.2,74.17,25.47,57.39,Almond
40.89,51.308,54.41,40.51,6.34,116.77,85.59,117.54,10.05,Mango
86.13,31.197,51.83,171.03,1.43,73.06,38.95,23.99,63.15,Barley
74.94,12.958,43.42,34.01,1.64,76.5,110.08,62.97,6.25,Orange
24.4,131.991,36.84,130.77,4.33,27.89,80.07,30.24,5.0,Pineapple
54.09,43.548,107.14,55.16,3.3,106.05,24.88,50.49,37.55,Sugarcane
21.71,111.084,10.34,169.32,1.29,89.02,114.76,83.5,90.49,Mustard
27.61,47.033,34.48,155.24,7.83,86.58,107.85,117.64,3.86,Spinach
97.1,141.652,143.75,119.01,7.63,53.41,97.49,108.02,58.27,Coconut
42.71,36.18,61.73,63.72,3.81,70.38,41.86,73.04,23.09,Grapes
93.67,61.511,80.04,159.01,2.74,73.4,73.65,118.53,14.41,Quinoa
36.75,15.832,20.68,53.89,6.65,20.65,67.9,116.56,98.45,Cashew
21.17,119.471,40.49,63.6,6.19,68.66,40.41,44.47,15.21,Sugarcane
68.74,27.762,110.64,89.55,8.22,85.95,17.27,27.38,90.29,Pearl Millet
62.14,112.952,89.28,61.6,9.25,37.81,105.8,33.8,95.27,Peas
46.59,18.971,19.26,69.61,8.14,88.48,16.55,44.79,97.13,Tobacco
20.32,101.48,29.56,86.56,3.37,94.73,52.38,20.52,64.92,Sugarcane
53.63,30.032,139.81,53.76,5.22,109.44,47.3,95.81,6.5,Spinach
57.21,129.602,135.75,124.96,5.27,44.94,28.86,87.1,4.19,Chickpea
53.05,71.008,49.43,61.81,2.91,10.96,29.26,34.25,67.27,Wheat
39.9,140.015,13.86,137.82,7.47,43.14,58.71,88.08,36.05,Cauliflower
1.74,113.422,110.11,63.0,9.67,12.97,27.62,72.64,60.17,Sorghum
40.42,101.089,105.29,195.05,9.81,66.76,110.42,42.01,30.5,Pineapple
33.6,43.306,58.58,103.95,3.57,77.39,32.95,56.37,11.02,Mustard
72.2,41.55,125.01,171.46,3.52,71.24,97.85,93.09,31.13,Sugarcane
85.02,126.937,49.83,152.04,4.68,77.52,79.65,71.21,85.84,Almond
12.3,51.025,108.91,177.65,3.3,22.8,68.19,102.77,85.88,Peanut
3.15,34.11,52.62,69.89,6.33,50.97,109.29,80.98,62.52,Pearl Millet
95.33,139.784,133.09,24.82,8.57,89.61,19.0,47.92,90.69,Orange
90.67,29.522,55.55,118.65,3.98,79.41,118.08,39.37,29.51,Peanut
45.18,105.603,34.87,66.1,1.06,90.02,118.32,49.28,29.67,Oats
92.79,106.605,13.73,10.88,2.45,117.85,99.61,69.01,9.55,Sunflower
59.34,116.265,134.75,74.68,2.52,98.69,93.94,98.79,2.81,Cotton
71.65,12.018,42.32,62.09,3.65,17.32,116.83,92.25,21.71,Rye
20.72,96.136,103.62,129.33,5.72,22.2,44.59,95.69,13.89,Broccoli
95.72,107.929,46.89,189.48,8.51,73.46,40.24,82.74,94.99,Coffee
84.0,66.911,67.21,186.68,6.4,57.49,36.11,24.51,52.51,Coffee
47.91,19.998,129.29,198.95,3.31,103.63,99.12,84.05,32.63,Carrot
59.14,108.187,85.47,183.57,4.33,79.83,93.08,54.48,99.77,Sugarcane
